,source,title,episodes,score,favorites,genres,start_date,total_duration
21737,original,Hei! Xingxing Hu season2,26.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,294
21738,original,Xingxing Hu De Tiyan,104.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,1178
21739,original,Moli Xingxing Hu,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,589
21740,original,Mofa Senlin Da Maoxian,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,277
21741,original,Meide Huayuan,98.0,6.458897832380145,0,['Adventure'],,1110
21742,original,Mofa Mama Jiang Gushi,52.0,6.458897832380145,0,['Fantasy'],,277
21743,original,Mengxiang Zongdongyuan,104.0,6.458897832380145,0,['Adventure'],,450
21744,original,Kuailr Xiao Zheng Xing,156.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,2548
21745,original,Xiao Diao Jianghu,125.0,6.458897832380145,0,['Comedy'],,2166
21746,book,Sanzijing Waizhuan,26.0,6.458897832380145,0,[],,320
21747,novel,Xiyou Ji De Gushi,52.0,6.458897832380145,0,['Fantasy'],,589
21748,original,Jixian Kuangbiao,52.0,6.458897832380145,0,['Sports'],2009-03-01,1057
21749,novel,Fuxing Ba Jie Zhi Ji Ji Huo Hou Nian,1.0,6.458897832380145,0,"['Adventure', 'Fantasy']",2016-02-08,44
21750,original,Ben Lang He Ta De Xiao Huoban,36.0,6.458897832380145,0,"['Adventure', 'Fantasy']",2018-09-29,480
21751,original,Huan Yue Zheng Qianfang,53.0,6.458897832380145,0,['Comedy'],,653
21752,novel,Xiyou Ji(2016),25.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,133
21754,original,Jia You Jiang Hu,26.0,6.458897832380145,0,[],,372
21755,original,Xiangya Zhi Cheng,6.0,6.458897832380145,0,['Adventure'],,32
21756,other,Xin Shaonian Huang Feihong,36.0,6.458897832380145,0,['Adventure'],,660
21757,original,Kangri Xiao Qibing,26.0,6.458897832380145,0,[],,320
21758,original,Tunshu Wan Da,52.0,6.458897832380145,0,[],2012-11-01,641
21759,original,Baobao Bashi Zhi Xiongmao Qi Qi,16.0,6.458897832380145,0,[],,85
21760,original,Baobao Bashi Zhi Qimiao Shuxue Da Maoxian,24.0,6.458897832380145,0,[],,248
21761,original,Baobao Bashi Qimiao Jiuyuan Dui,32.0,6.458897832380145,0,['Adventure'],,970
21762,original,Baobao Bashi Zhi Qimiao Hanzi,65.0,6.458897832380145,0,['Adventure'],,671
21763,original,Baobao Bashi Zhi Qimiao Hao Xiguan,17.0,6.458897832380145,0,['Fantasy'],,73
21764,original,Baobao Bashi Zhi Qimiao De Jieri,9.0,6.458897832380145,0,[],,84
21765,original,Ku Bao Jiazu Zhi xiao Tu xī'ōu,156.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,1924
21766,original,Ruyi Ku Bao Zhi Dong Dou Hu,52.0,6.458897832380145,0,['Adventure'],,641
21767,original,Ruyi Ku Bao Zhi Xi Ou Tu,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,641
21768,original,Ruyi Ku Bao Zhi Fei Li Niu,52.0,6.458897832380145,0,['Adventure'],,641
21769,original,Ruyi Ku Bao Zhi Guai Li Shu,52.0,6.458897832380145,0,['Adventure'],,641
21770,original,Ruyi Ku Bao Zhi Qiyi Gou,52.0,6.458897832380145,0,['Adventure'],,641
21771,original,Ruyi Ku Bao Zhi Shanzhai Ji,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,641
21772,original,Ruyi Ku Bao Zhi Mile Hou,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,641
21773,original,Ruyi Ku Bao Zhi Ben Ben Zhu,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,641
21774,original,Ruyi Ku Bao Zhi Xiao Shen Yang,52.0,6.458897832380145,0,['Adventure'],,641
21775,original,Ruyi Ku Bao Zhi Qicai She,52.0,6.458897832380145,0,['Adventure'],,641
21776,original,Ruyi Ku Bao Zhi Bao Li Long,52.0,6.458897832380145,0,['Adventure'],,641
21777,original,Ruyi Ku Bao Zhi Sha Qi Ma,52.0,6.458897832380145,0,['Adventure'],,641
21778,original,Ruyi Ku Bao Zhi Sha Qi Ma,52.0,6.458897832380145,0,['Adventure'],,641
21779,original,Ruyi Ku Bao Zhi Sha Qi Ma,52.0,6.458897832380145,0,['Adventure'],,641
21780,original,Ruyi Ku Bao Zhi Sha Qi Ma,52.0,6.458897832380145,0,['Adventure'],,641
21781,original,Shuimu Youjiao Xuetang Xilie Zhi Sanzijing,116.0,6.458897832380145,0,[],,618
21782,original,Shuimu Wawa Tansuo Yuzhou Zhi Mi,18.0,6.458897832380145,0,[],,402
21783,book,Shuimu Youjiao Xuetang Xilie Zhi Qian Zi Wen,63.0,6.458897832380145,0,[],,336
21784,original,Shuimu Youjiao Xuetang Xilie Zhi Shenghuo Xiao Baike,230.0,6.458897832380145,0,[],,1226
21785,original,Shuimu Youjiao Xuetang Xilie Zhi Jiao Ni Zuo Shougong,300.0,6.458897832380145,0,[],,1600
21786,original,Shuimu Juchang Zhonghua Shangxia Wuqian Nian,104.0,6.458897832380145,0,[],,2322
21787,original,Shuimu Wawa Tonghua Leyuan,26.0,6.458897832380145,0,[],,580
21788,original,Shuimu Kaixin Xue Yuan,500.0,6.458897832380145,0,[],,2666
21789,original,Shuimu Ertong Chengzhang Juchang,500.0,6.458897832380145,0,[],,2666
21790,other,Baoxiao Dahua 2,8.0,6.458897832380145,0,['Comedy'],,66
21791,original,Le Bi Youyou Xilie Zhi Anquan Jiaoyu,52.0,6.458897832380145,0,[],,381
21792,original,Le Bi Youyou Dayang Huan Youji,52.0,6.458897832380145,0,['Adventure'],,381
21793,original,Le Bi Youyou Xilie Zhi Dongwu Ziran,52.0,6.458897832380145,0,['Adventure'],,381
21794,original,Le Bi Youyou Jiaoyu Xilie 1,104.0,6.458897832380145,0,['Adventure'],,866
21795,original,Le Bi Youyou Jiaoyu Xilie 2,104.0,6.458897832380145,0,[],,866
21796,original,Le Bi Youyou Jiaoyu Xilie 3,104.0,6.458897832380145,0,[],,866
21797,original,Le Bi Youyou Jiaoyu Xilie (4),156.0,6.458897832380145,0,[],,1300
21798,original,Le Bi Youyuu j Jiaoyu Xilie Zhi Kuaile Chengzhang,52.0,6.458897832380145,0,[],,641
21799,original,Le Bi Youyou Jiaoyu Xilie Zhi Kuaile Chengzhang,52.0,6.458897832380145,0,[],,641
21800,original,Le Bi Youyou Jiaoyu Xilie Zhi Kuaile Chengzhang2,52.0,6.458897832380145,0,[],,641
21801,original,Le Bi Youyou Zhi Le Le Laile,52.0,6.458897832380145,0,[],,641
21802,original,Kuaile Xiao Zheng Xing,156.0,6.458897832380145,0,[],,2548
21803,,Zhonghua Shangxia Wuqian Nian,100.0,6.458897832380145,0,[],1998-01-01,633
21804,original,Yu Shouwang Zhe,50.0,6.458897832380145,0,[],,1116
21805,original,Tian Lang Zhan Ji,52.0,6.458897832380145,0,['Adventure'],,693
21806,original,Xiong Zi,52.0,6.458897832380145,0,[],2013-02-01,797
21807,original,Xiong Zi Zhi Xiongxin Zhuangzhi,52.0,6.458897832380145,0,['Fantasy'],,797
21808,original,Xiong Zi Zhi Xun Lu Zhan Ji,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,797
21809,original,Xiong Zi Zhi Zhengyi Shouhu,52.0,6.458897832380145,0,[],,797
21810,original,Xiong Zi Zhi Fei Xiong Buke,52.0,6.458897832380145,0,[],,797
21811,original,Xiaochou Niu,38.0,6.458897832380145,0,[],,88
21813,original,Gongfu Long Xue Xiaofang,20.0,6.458897832380145,0,[],,46
21814,original,Gongfu Long Xiao Xiban Da Zhihui,52.0,6.458897832380145,0,[],,537
21815,original,Gongfu Long Zhi Yuetuan Tuan,26.0,6.458897832380145,0,[],,320
21816,original,Haidao Jingling,1.0,6.458897832380145,0,[],,16
21817,original,Tansuo Diqiucun,100.0,6.458897832380145,0,['Adventure'],,1533
21818,original,Xiao Xiao Long Qihuan Ji,120.0,6.458897832380145,0,[],,1600
21819,original,Xiyangyang Yu Huitailang Zhi Yangyang Deyi Xiyangyang Fanwai Pian,5.0,6.458897832380145,0,[],,26
21820,original,Jiu Hua Xiao Heshang,104.0,6.458897832380145,0,[],,1282
21821,original,Zhangbai JingLing,104.0,6.458897832380145,0,[],,970
21822,original,Xiao Lin Gongfu,208.0,6.458897832380145,0,[],,2565
21823,original,Qingchun Hao Shiguang,26.0,6.458897832380145,0,['Adventure'],,632
21824,original,Nianhua Zhong De Chuanqi,30.0,6.458897832380145,0,['Adventure'],,430
21825,original,Bao Di Yu Haoyou,52.0,6.458897832380145,0,[],,745
21826,original,Bao Di Yu Haoyou Di 2 Ji,52.0,6.458897832380145,0,[],,641
21827,original,Bao Di Yu Haoyou Zhi Mengxiang Lianmeng,26.0,6.458897832380145,0,[],,346
21828,original,Bao Di Yu Haoyou season4,26.0,6.458897832380145,0,[],,372
21829,original,Bao Di Yu Haoyou Zhi Bao Di Qu Na Er,1.0,6.458897832380145,0,[],,27
21830,original,Xiao Nansheng Yang Fan,60.0,6.458897832380145,0,[],,560
21831,original,Yuhang Shu,26.0,6.458897832380145,0,[],2008-10-28,372
21832,original,Kaixin Xiao Zhen,78.0,6.458897832380145,0,[],2009-02-03,806
21833,original,Dou Dou Hu Wen Zhang Zhi Mi,52.0,6.458897832380145,0,[],,641
21834,original,Dou Dou Hu Hanyu Zhenxin Hua,52.0,6.458897832380145,0,[],,1161
21835,original,Dou Dou Hu Huihua Xiaotiandi,104.0,6.458897832380145,0,[],,762
21836,original,Dou Dou Hu Chengbao Zhi Lu,52.0,6.458897832380145,0,[],,1213
21837,original,Dou Dou Hu Yuzhou Da Maoxian,26.0,6.458897832380145,0,[],,320
21838,original,Dou Dou Hu,52.0,6.458897832380145,0,[],,381
21839,original,Dou Dou Hu Zhihui Tanxian,52.0,6.458897832380145,0,[],,1265
21840,original,Dou Dou Hu Hanzi Daxue Tang,104.0,6.458897832380145,0,[],,762
21841,original,Dou Dou Hu Shuxue Wangguo,52.0,6.458897832380145,0,[],,745
21842,original,Gei Dou Dou Hu De Xin,52.0,6.458897832380145,0,[],,537
21843,original,Dou Dou Hu Qimiao Le Leyuan,52.0,6.458897832380145,0,[],,1265
21844,original,Dou Dou Hu Huan Shu You,52.0,6.458897832380145,0,[],,641
21845,original,Dou Dou Hu season2,52.0,6.458897832380145,0,[],,381
21846,original,Dou Dou Hu Zheng Shi Tianxia,52.0,6.458897832380145,0,[],,745
21847,original,Dou Dou Hu Huanle Chengzhang Ji,52.0,6.458897832380145,0,[],,641
21848,original,Dou Dou Hu Meishi Xiao Dangjia,52.0,6.458897832380145,0,[],,641
21849,original,Dou Dou Hu Kuai Yue Jiayuan,52.0,6.458897832380145,0,[],,641
21850,original,Xiao Chu Shen Dou Dou,52.0,6.458897832380145,0,[],,641
21851,original,Shen Shenlin Lixian Ji,52.0,6.458897832380145,0,[],,537
21852,original,Doudou Dou Zhidao,24.0,6.458897832380145,0,[],,152
21853,original,Xiao Xiao Zhihui Wu,52.0,6.458897832380145,0,[],,589
21854,original,Tansuo Diqiucun season4,20.0,6.458897832380145,0,[],,306
21855,original,Tansuo Diqiucun season5,20.0,6.458897832380145,0,[],,306
21856,original,Ti Ke Chunji Pian,52.0,6.458897832380145,0,[],,641
21857,original,Ti Ke Zhi Shuqi De Weiji,12.0,6.458897832380145,0,[],,184
21858,original,Ti Ke Xiaji Pian,26.0,6.458897832380145,0,[],2013-09-01,580
21859,original,Ti Ke Dongji Pian,57.0,6.458897832380145,0,[],,589
21860,original,Ti Ke Jiang Gushi,77.0,6.458897832380145,0,[],,949
21861,other,Ti Ke Jiang Gushi season2,41.0,6.458897832380145,0,[],,505
21862,game,La La La De Ma Xiya Zhi Aiqing Gushi,12.0,6.458897832380145,0,[],,28
21863,original,Le Le Xiong,365.0,6.458897832380145,0,[],,4136
21864,original,Le Le Xiong Mi La Lixian Ji,10.0,6.458897832380145,0,[],,123
21865,original,Kepu Zhongguo-Le Le Xiong Du Kexue,56.0,6.458897832380145,0,[],,186
21866,original,Le Le Xiong Zhentan Tuan,52.0,6.458897832380145,0,[],,1161
21867,original,Le Le Xiong Anquan Shouce,26.0,6.458897832380145,0,[],,164
21868,original,Le Le Xiong Shengcun Da Maoxian,30.0,6.458897832380145,0,[],,460
21869,original,Mo He Yu Gesheng,365.0,6.458897832380145,0,[],2007-07-09,4866
21870,original,Meng Zhou Shanggu Chuanqi,18.0,6.458897832380145,0,['Adventure'],,402
21871,original,Meng Zhou Tian Qing Chuanqi,19.0,6.458897832380145,0,[],,424
21872,original,Meng Zhoiu Qin Jian Chuanqi,18.0,6.458897832380145,0,['Adventure'],,402
21873,original,Meng Zhou Xihan Gongzhu,38.0,6.458897832380145,0,['Adventure'],2020-12-20,506
21874,original,Meng Zhoiu Qin Jian Chuanqi,18.0,6.458897832380145,0,['Adventure'],,402
21875,original,Meng Zhoiu Qin Jian Chuanqi,18.0,6.458897832380145,0,['Adventure'],,402
21876,original,Daji Chengzhang Ji,108.0,6.458897832380145,0,[],,1008
21877,original,Daji Chengzhang Ji season2,101.0,6.458897832380145,0,[],,1245
21878,original,Daji Chengzhang Ji Shujia Tebie Pian,32.0,6.458897832380145,0,[],,458
21879,original,Da Yu Zhishui(2019),12.0,6.458897832380145,0,[],,184
21881,original,Si Lu Chuanqi Dahai Tu,52.0,6.458897832380145,0,['Adventure'],,1057
21882,original,Zhi Shanzhi Dao,13.0,6.458897832380145,0,[],,134
21883,other,Shi Er Shengxiao De Gushi,13.0,6.458897832380145,0,['Fantasy'],,134
21884,original,Shi Er Shengxiao Gushi,6.0,6.458897832380145,0,['Fantasy'],,62
21885,original,Na Sa Er Ding,100.0,6.458897832380145,0,[],,1233
21886,original,Na Sa Er Ding Dong Youji,25.0,6.458897832380145,0,['Adventure'],,608
21888,other,Yang Jia Jiang Zhi Jin Shatan,42.0,6.458897832380145,0,[],,560
21889,other,Yang Jia Jiang Zhi Pan Yang An,41.0,6.458897832380145,0,[],,628
21890,original,Yang Jia Jiang Zhi Zhan Pengcheng,26.0,6.458897832380145,0,[],,346
21891,original,Shanmao He Ji Mi,108.0,6.458897832380145,0,[],,1656
21893,original,Shanmao He Ji Mi Zhi Kuaile Pian,108.0,6.458897832380145,0,[],,1656
21894,original,Shanmao He Ji Mi Zhi Jianianhua,108.0,6.458897832380145,0,[],,1332
21895,original,Shanmao He Ji Mi Zhi Quanjia Le,108.0,6.458897832380145,0,[],,1332
21896,original,Shanmao Ji Mi Zhi Yijia Qin,108.0,6.458897832380145,0,[],,1332
21897,original,Shanmao He Ji Mi Zhi Mohuan Pintu,52.0,6.458897832380145,0,[],,641
21898,original,Shanmao He Ji Mi Zhi Pintu Mima,52.0,6.458897832380145,0,[],,641
21899,original,Da Xia Shanmao He Ji Mi,52.0,6.458897832380145,0,[],,693
21900,original,Da Xia Shanmao He Ji Mi season2,52.0,6.458897832380145,0,[],,693
21901,original,Di Di Bang Bang Zongdongyuan,104.0,6.458897832380145,0,[],,970
21902,original,Shenqi Xiaozi-Mai Ge Yu Xiao Buji,50.0,6.458897832380145,0,[],,616
21903,original,Xing Xueyuan,26.0,6.458897832380145,0,[],2015-08-24,580
21904,original,Xing Xueyuan 2 Zhi Yue Ling Shou Huan,26.0,6.458897832380145,0,[],2016-08-01,580
21905,original,Xing Xueyuan 3 Zhi Pan Duo La Mijing,26.0,6.458897832380145,0,[],2017-12-26,580
21906,original,Zhonghua Xiao Yue Yun,104.0,6.458897832380145,0,[],,1178
21907,original,Yanwei Xia,52.0,6.458897832380145,0,[],,589
21908,original,Minjian Gui Shu,50.0,6.458897832380145,0,['Horror'],,516
21909,original,Wo Shi Bin Guo,52.0,6.458897832380145,0,[],,589
21910,,Xingji Jiazu Zhi Anquan Shaonian Tuan,52.0,6.458897832380145,0,[],2021-02-01,797
21911,original,Da Caoyuan Shang De Xiao Laoshu,52.0,6.458897832380145,0,[],,641
21912,other,Baxianguohai,13.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,147
21913,other,Baxianguohai (2019),10.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,183
21914,original,Kaixin Guo(2017),26.0,6.458897832380145,0,[],,580
21915,original,Ling Jue Xiao Heshang,24.0,6.458897832380145,0,[],,272
21916,original,Yi Fenzhong Xiao Zhentan,30.0,6.458897832380145,0,[],,100
21917,original,Chong Chong,294.0,6.458897832380145,0,[],,1568
21918,other,Xiao Taiji,26.0,6.458897832380145,0,['Fantasy'],1999-04-01,554
21919,original,Feitian Xiao Hou Wang,52.0,6.458897832380145,0,[],,641
21920,original,Touming Dun,6.0,6.458897832380145,0,[],,182
21921,original,Taikong Tejing,26.0,6.458897832380145,0,[],,216
21922,original,Wan Wan Qian Qian Weisheme,52.0,6.458897832380145,0,[],,277
21923,novel,Mei Hou Wang (1995),12.0,6.458897832380145,0,['Fantasy'],,172
21924,original,Shenlong Weishi,26.0,6.458897832380145,0,['Adventure'],,528
21925,original,Konglong Shijie,88.0,6.458897832380145,0,[],,293
21926,original,Konglong Shijie(2019),212.0,6.458897832380145,0,[],,706
21927,original,Ju Ping Jiejie Jiang Gushi,120.0,6.458897832380145,0,[],,1240
21928,original,Jingbao Zhanshi,130.0,6.458897832380145,0,['Adventure'],2008-09-30,2903
21929,original,Shuimu Wawa Shi Wan Ge Weisheme,365.0,6.458897832380145,0,[],,1946
21930,original,Jingling Shiji,52.0,6.458897832380145,0,[],2006-05-15,641
21931,original,Mo Mo,52.0,6.458897832380145,0,['Adventure'],2009-07-09,537
21932,original,Xingji Biaoche Wang,52.0,6.458897832380145,0,[],2006-06-01,1161
21933,original,Na Zha Chuanqi,52.0,6.458897832380145,0,"['Adventure', 'Fantasy']",,1005
21934,other,Shaonian Direnjie,52.0,6.458897832380145,0,[],,797
21935,other,Xing Mao Da Juchang Zhihou Yi She Ri,13.0,6.458897832380145,0,[],,290
21936,original,Xiaoyuan San Jianke,26.0,6.458897832380145,0,['Adventure'],,268
21937,original,Sela Yingyu Leyuan,103.0,6.458897832380145,0,[],,1064
21938,original,Huanbao Xiao Weishi,100.0,6.458897832380145,0,[],,1033
21939,original,Yue Ce Yue Kaixin,150.0,6.458897832380145,0,['Comedy'],,2300
21940,original,Dongbei Yijia Ren,240.0,6.458897832380145,0,[],,3200
21941,original,Da Zuiba Du Du,52.0,6.458897832380145,0,[],,537
21942,original,Mofa Zhu Li Ye,52.0,6.458897832380145,0,[],,797
21943,original,Kongxiaoru,52.0,6.458897832380145,0,[],,589
21944,original,Xiaolong Qiu Qiu,52.0,6.458897832380145,0,['Fantasy'],2012-03-01,589
21945,original,Pao Paobing,64.0,6.458897832380145,0,[],,149
21946,original,Pao Pao Xiang Qian Chong,2.0,6.458897832380145,0,[],,18
21947,original,Shouhu Jingling,26.0,6.458897832380145,0,['Adventure'],,658
21948,original,Youji Shen Bing,156.0,6.458897832380145,0,[],,1924
21949,other,Yi Tang Piyingxi Chengyu Gushi,100.0,6.458897832380145,0,[],,533
21950,original,Kuaile Jingling,26.0,6.458897832380145,0,['Fantasy'],,580
21951,original,Mao Er Shan de guǐzi bīng,36.0,6.458897832380145,0,[],2006-02-04,552
21952,original,Du Jiao Leyuan,104.0,6.458897832380145,0,['Fantasy'],,1386
21953,novel,Tianshang Diao Xia Ge Zhubajie,104.0,6.458897832380145,0,['Fantasy'],2005-02-09,1282
21954,original,Xiaolong Da Gongfu,104.0,6.458897832380145,0,['Adventure'],,1178
21955,original,Xiaolong Da Gongfu season5,76.0,6.458897832380145,0,['Adventure'],,785
21957,original,Jia You Ernu,366.0,6.458897832380145,0,[],2008-04-10,8906
21958,original,Xiaokang Kang,104.0,6.458897832380145,0,[],,1282
21959,original,Jin Pingguo,60.0,6.458897832380145,0,[],,500
21960,original,Wu Lan Qi Qi Ge,26.0,6.458897832380145,0,[],,580
21961,original,Zhimou Jiazu,65.0,6.458897832380145,0,[],,1451
21962,original,Ba Bu Xiongmao,26.0,6.458897832380145,0,[],,398
21963,original,Bu Yiyang De Tuzi Yinyue Pian,26.0,6.458897832380145,0,[],,580
21964,original,Bu Yiyang De Tuzi Shizi Pian,39.0,6.458897832380145,0,[],,1066
21965,original,Bu Yiyang De Tuzi Huihua Pian,26.0,6.458897832380145,0,[],,658
21966,original,Bu Yiyang De Tuzi Jiyi Pian,26.0,6.458897832380145,0,[],,684
21967,other,Tangshi Gushi,26.0,6.458897832380145,0,[],,216
21968,original,Longmai Chuanqi,98.0,6.458897832380145,0,['Adventure'],,1502
21969,original,Zheng He Xia Xiyang,52.0,6.458897832380145,0,[],,1161
21970,original,Chaonu Wawa,160.0,6.458897832380145,0,[],,2453
21971,original,Xiao Shu Ping Ping,52.0,6.458897832380145,0,[],,589
21972,original,Xiao Shu Ping Ping season2,26.0,6.458897832380145,0,[],,320
21973,original,Xiao Shu Ping Ping season3,26.0,6.458897832380145,0,[],,320
21974,other,Xiao Shu Ping Ping Zhi Chengyu Dadian,26.0,6.458897832380145,0,[],,294
21975,original,Xiao Shu Ping Ping Zhi Chengyu Dadian season2,26.0,6.458897832380145,0,[],,294
21976,original,Ke Jian Hao Shiguang,75.0,6.458897832380145,0,[],,775
21977,original,Gushi Xuetang,210.0,6.458897832380145,0,[],,2590
21978,original,Chengshi Yezhan Pai,26.0,6.458897832380145,0,['Adventure'],,320
21979,original,Ou Li Niu He Di Rui Yang,115.0,6.458897832380145,0,[],,1188
21980,original,Huanbao Xiao Weishi,100.0,6.458897832380145,0,[],,1033
21981,original,Soujiu Quan A Hu,20.0,6.458897832380145,0,[],,446
21982,original,Kangri Xiao Qibing,26.0,6.458897832380145,0,[],,320
21983,original,Makeboluo Lixian Ji,13.0,6.458897832380145,0,['Adventure'],,173
21984,original,Qiubite Da Nao Shi Er Xingzuo,48.0,6.458897832380145,0,['Adventure'],,1120
21985,original,Tan Zhang Qi Qi,26.0,6.458897832380145,0,[],2003-09-15,294
21986,original,Xiao Jie Bie Taoqi,144.0,6.458897832380145,0,[],,768
21987,original,Wo De Jiayuan,26.0,6.458897832380145,0,[],,632
21988,original,Weiba Menghuan Qu,26.0,6.458897832380145,0,[],,320
21989,original,Weiba Menghuan Qu Zhi Baike 150 Wen,75.0,6.458897832380145,0,[],,475
21990,original,Long Taizi,86.0,6.458897832380145,0,[],,888
21991,original,Long Taizi Zhi Yinhe Da Maoxian,50.0,6.458897832380145,0,[],,666
21992,original,Long Taizi Zhi Yanre Xingqiu Zhi Mi,50.0,6.458897832380145,0,['Adventure'],,666
21993,original,Huanbao Jian,52.0,6.458897832380145,0,['Adventure'],,797
21994,original,Guandong Dangpu,60.0,6.458897832380145,0,[],,920
21995,original,Qixiang Bai Wen,100.0,6.458897832380145,0,[],,833
21996,original,Jiayan Mama,13.0,6.458897832380145,0,[],,316
21997,other,Xiqu Dongman,97.0,6.458897832380145,0,[],,1099
21998,original,Fei Mao Shou Gou Jingling Shu,26.0,6.458897832380145,0,[],,346
21999,original,Jinsihou Shenyou Shuxiang Wangguo,108.0,6.458897832380145,0,[],2008-02-01,1116
22000,original,Waitan 520,26.0,6.458897832380145,0,[],,632
22001,original,Anna De Gushì,26.0,6.458897832380145,0,[],,346
22002,original,Tianwai Fuxing Zhi Chi Jian Chuanqi,26.0,6.458897832380145,0,[],,580
22003,book,Xinjing,35.0,6.458897832380145,0,[],,46
22004,original,Xi Ge Xi Mei special :Kejia Niang Jiu De Youlai,1.0,6.458897832380145,0,[],,8
22005,,Yan Shu Jiemei Kan Shijie,13.0,6.458897832380145,0,['Fantasy'],2005-01-01,342
22006,original,Lan Mao Qimeng Yingyu,50.0,6.458897832380145,0,[],,416
22007,original,E Bao Leyuan,100.0,6.458897832380145,0,[],,1133
22008,original,Nan Nan Mao He Jing Jing Shu Zhi Jinling Qise Dao,20.0,6.458897832380145,0,[],,266
22009,original,Nan Nan Mao He Jing Jing Shu Zhi Qilin Chuanshuo,20.0,6.458897832380145,0,[],,266
22010,original,Nan Nan Mao He Jing Jing Shu Zhi Xiao Jinling De Gushi,20.0,6.458897832380145,0,[],,286
22011,original,Nan Nan Mao He Jing Jing Shu Zhi Shouhu Jinling Qise Dao,20.0,6.458897832380145,0,[],,286
22012,original,Nan Nan Mao He Jing Jing Shu Zhi Zhengyi De Huhuan,20.0,6.458897832380145,0,[],,286
22013,original,Nan Nan Mao He Jing Jing Shu Zhi Zhengjiu Jinling Qise Dao,20.0,6.458897832380145,0,[],,286
22014,original,Jinji Hu Zhi Nan,14.0,6.458897832380145,0,[],,200
22015,original,Nan Nan Mao He Jing Jing Shu Zhi Chuanqi Yuezhang,20.0,6.458897832380145,0,[],,286
22016,original,Nan Nan Mao He Jing Jing Shu Zhi Zhengyi Xianfeng,14.0,6.458897832380145,0,[],,200
22017,original,Meili Chuanshuo,20.0,6.458897832380145,0,[],,286
22018,original,Liliang Da Duijue,20.0,6.458897832380145,0,[],,286
22019,original,Xin De Zhengcheng,20.0,6.458897832380145,0,[],,286
22020,original,Kuaile Jingling,26.0,6.458897832380145,0,[],,580
22021,original,Sanqi Xiao Fuxing,52.0,6.458897832380145,0,[],,693
22022,original,Sanqi Xiao Fuxing Zhi Xiao Fuxing Ai Kexue,26.0,6.458897832380145,0,[],,398
22023,original,Sanqi Xiao Fuxing Zhi Rong Cheng Yiji,26.0,6.458897832380145,0,[],,372
22024,original,Sanqi Xiao Fuxing Zhi Duo Bao Qibing,26.0,6.458897832380145,0,[],,398
22025,original,Sanqi Xiao Fuxing Zhi Sanqi Zhen Yi Shi,26.0,6.458897832380145,0,[],,398
22026,original,Sanqi Xiao Fuxing Zhi Bao Lu Xiansheng,26.0,6.458897832380145,0,[],,372
22027,original,Sanqi Xiao Fuxing Zhi Haixia Xiongdi,26.0,6.458897832380145,0,[],,398
22028,original,Sanqi Xiao Fuxing Zhi Zhi Dou Sanshiliu Ji,15.0,6.458897832380145,0,[],,230
22029,original,Sanqi Xiao Fuxing Zhi Xuyuan Ji,26.0,6.458897832380145,0,[],,398
22030,original,Sanqi Xiao Fuxing Zhi Caihong Yuezhang,26.0,6.458897832380145,0,[],,398
22031,original,Sanqi Xiao Fuxing Zhi Shenqi De Bai Guo Teng,26.0,6.458897832380145,0,[],,398
22032,original,Sanqi Xiao Fuxing Zhi Xuyuan Shanzhuang,26.0,6.458897832380145,0,[],,398
22033,original,Sanqi Xiao Fuxing Zhi Bian Fei Wei Bao Lu,26.0,6.458897832380145,0,[],,398
22034,original,Sanqi Xiao Fuxing Zhi Jun Jun Daluan Dou,26.0,6.458897832380145,0,[],,398
22035,original,Lang Ge Tu Yu Tu Ge Lang,52.0,6.458897832380145,0,[],,797
22036,original,Lang Ge Tu Yu Tu Ge Lang Zhi Xunfang Taohuayuan,32.0,6.458897832380145,0,[],,394
22037,original,Leyuan Shuang Bao,26.0,6.458897832380145,0,[],,320
22038,original,Xia Qiao Jie,100.0,6.458897832380145,0,[],,1233
22039,book,Daxue,39.0,6.458897832380145,0,[],,52
22040,original,Xingxi Baobei,52.0,6.458897832380145,0,[],,693
22041,original,BOBO&TOTO,16.0,6.458897832380145,0,[],,37
22042,original,Kuaile Xiao Yongshi,39.0,6.458897832380145,0,[],,481
22043,original,Yuxi Chuanqi,26.0,6.458897832380145,0,[],,294
22044,original,Cai Cai Tou,8.0,6.458897832380145,0,[],,26
22045,original,Liang Liang Kan Hai,1.0,6.458897832380145,0,[],,22
22046,original,Sha Jia Bang Xin Chuan,29.0,6.458897832380145,0,[],,647
22047,original,Kuai kuaile Le Cheng,364.0,6.458897832380145,0,[],,4489
22048,original,Liang Zhi Laoshu De Shenghuo Yijian,52.0,6.458897832380145,0,[],,589
22049,original,Zhu Zhu Jili Xiao Caishen,52.0,6.458897832380145,0,[],,589
