,source,title,episodes,score,favorites,genres,start_date,total_duration
899,original,Tenkuu no Escaflowne,26.0,7.68,1983,"['Adventure', 'Fantasy', 'Romance']",1996-04-02,632
900,original,Isekai Quartet,12.0,7.4,988,"['Comedy', 'Fantasy']",2019-04-10,144
901,manga,Kareshi Kanojo no Jijou,26.0,7.6,2366,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",1998-10-02,624
902,light_novel,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",12.0,7.39,3607,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance']",2021-10-06,283
903,original,Free! Dive to the Future,12.0,7.61,600,['Sports'],2018-07-12,284
904,manga,ACCA: 13-ku Kansatsu-ka,12.0,7.67,1327,"['Drama', 'Fantasy', 'Mystery']",2017-01-10,288
905,light_novel,Date A Live IV,12.0,7.84,2982,"['Comedy', 'Romance', 'Sci-Fi']",2022-04-08,284
906,manga,Yakitate!! Japan,69.0,7.92,863,"['Comedy', 'Gourmet']",2004-10-12,1695
907,manga,Itazura na Kiss,25.0,7.45,2840,"['Comedy', 'Romance']",2008-04-05,600
908,manga,Detective Conan Movie 04: Captured in Her Eyes,1.0,8.03,89,"['Adventure', 'Comedy', 'Mystery']",2000-04-22,100
909,light_novel,Kino no Tabi: The Beautiful World - The Animated Series,12.0,7.6,911,"['Action', 'Adventure', 'Slice of Life']",2017-10-06,284
910,manga,Koi wa Ameagari no You ni,12.0,7.5,1376,"['Drama', 'Romance', 'Slice of Life']",2018-01-12,274
911,manga,Stand By Me Doraemon,1.0,8.08,187,"['Comedy', 'Sci-Fi']",2014-08-08,94
912,novel,Quanzhi Gaoshou 2,12.0,7.96,534,['Action'],2020-09-25,312
913,original,Hoshiai no Sora,12.0,7.59,2018,"['Drama', 'Sports']",2019-10-11,290
914,web_manga,Heion Sedai no Idaten-tachi,11.0,7.66,1407,"['Adventure', 'Fantasy']",2021-07-23,252
915,original,Neon Genesis Evangelion: Death & Rebirth,1.0,7.45,616,"['Drama', 'Sci-Fi']",1997-03-15,104
916,manga,Versailles no Bara,40.0,8.33,2623,"['Drama', 'Romance']",1979-10-10,976
917,manga,Hayate no Gotoku!,52.0,7.53,1557,"['Action', 'Comedy', 'Romance']",2007-04-01,1248
918,book,Romeo x Juliet,24.0,7.6,1141,"['Drama', 'Fantasy', 'Romance']",2007-04-05,576
919,manga,Tsubasa Chronicle,26.0,7.53,1982,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",2005-04-09,650
920,web_manga,Akebi-chan no Sailor-fuku,12.0,7.75,979,['Slice of Life'],2022-01-09,284
921,manga,Shigatsu wa Kimi no Uso: Moments,1.0,7.69,149,[],2015-05-15,23
922,manga,Saint Seiya: Meiou Hades Juuni Kyuu-hen,13.0,8.04,347,"['Adventure', 'Sci-Fi']",2002-11-09,325
923,manga,Ookiku Furikabutte,25.0,7.9,1673,"['Comedy', 'Sports']",2007-04-13,625
924,manga,Flying Witch,12.0,7.51,1250,"['Comedy', 'Slice of Life', 'Supernatural']",2016-04-10,276
925,visual_novel,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,11.0,7.41,2201,"['Action', 'Horror', 'Mystery']",2016-07-14,261
926,original,"Kimi to, Nami ni Noretara",1.0,7.6,1089,"['Drama', 'Romance', 'Supernatural']",2019-06-21,95
927,light_novel,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV) 2nd Season,13.0,8.12,2833,"['Drama', 'Suspense']",2022-07-04,307
928,manga,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,1.0,8.2,73,"['Action', 'Adventure', 'Fantasy']",2013-08-24,106
929,manga,Kimi to Boku.,13.0,7.67,1344,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",2011-10-04,320
930,manga,Naruto: Shippuuden Movie 5 - Blood Prison,1.0,7.45,175,"['Action', 'Adventure', 'Fantasy']",2011-07-30,102
931,manga,Udon no Kuni no Kiniro Kemari,12.0,7.75,602,"['Fantasy', 'Slice of Life']",2016-10-09,274
932,manga,Baki: Dai Raitaisai-hen,13.0,7.53,384,['Action'],2020-06-04,312
933,manga,Ao Haru Ride OVA,2.0,7.58,224,"['Romance', 'Slice of Life']",2014-08-25,43
934,manga,Bungou Stray Dogs Wan!,12.0,7.94,863,"['Comedy', 'Slice of Life', 'Supernatural']",2021-01-13,140
935,manga,xxxHOLiC: Shunmuki,2.0,8.05,97,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",2009-02-17,53
936,manga,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,1.0,7.73,298,"['Action', 'Adventure', 'Drama', 'Fantasy']",2005-03-05,91
937,manga,Detective Conan Movie 01: The Timed Skyscraper,1.0,7.85,81,"['Adventure', 'Comedy', 'Mystery']",1997-04-19,94
938,manga,To LOVE-Ru Darkness 2nd,12.0,7.45,931,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",2015-07-07,276
939,original,Hoshi wo Ou Kodomo,1.0,7.53,610,"['Adventure', 'Fantasy', 'Romance']",2011-05-07,116
940,manga,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,1.0,7.43,477,"['Action', 'Adventure', 'Fantasy']",2007-12-22,92
941,manga,Btooom!,12.0,7.31,3271,"['Action', 'Sci-Fi']",2012-10-04,288
942,manga,Nanatsu no Taizai OVA,2.0,7.51,197,"['Action', 'Adventure', 'Fantasy']",2015-06-17,48
943,original,Tsuritama,12.0,7.67,2217,"['Comedy', 'Sci-Fi', 'Slice of Life']",2012-04-13,276
944,manga,Detective Conan Movie 14: The Lost Ship in the Sky,1.0,8.12,48,"['Action', 'Mystery']",2010-04-17,102
945,original,Koutetsujou no Kabaneri Movie 3: Unato Kessen,1.0,7.7,237,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",2019-05-10,82
946,manga,Mobile Suit Gundam: The Origin,6.0,8.33,764,"['Action', 'Sci-Fi']",2015-02-28,426
947,manga,Zan Sayonara Zetsubou Sensei,13.0,7.88,226,['Comedy'],2009-07-05,307
948,manga,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,1.0,7.82,205,"['Action', 'Drama']",2015-06-27,120
949,manga,Hayate no Gotoku!!,25.0,7.69,472,"['Action', 'Comedy', 'Romance']",2009-04-04,600
950,original,Digimon Adventure: Bokura no War Game!,1.0,7.78,293,"['Adventure', 'Comedy', 'Sci-Fi']",2000-03-04,41
951,original,Cike Wu Liuqi,10.0,7.92,941,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']",2018-04-25,140
952,light_novel,High☆Speed! Movie: Free! Starting Days,1.0,7.87,257,"['Drama', 'Sports']",2015-12-05,110
953,original,Kyousou Giga (TV),10.0,7.73,1864,"['Action', 'Fantasy', 'Supernatural']",2013-10-10,250
954,manga,Fairy Tail Movie 2: Dragon Cry,1.0,7.53,692,"['Action', 'Adventure', 'Fantasy']",2017-05-06,84
955,visual_novel,Little Busters!,26.0,7.49,1833,"['Comedy', 'Drama', 'Slice of Life', 'Supernatural']",2012-10-06,624
956,4_koma_manga,Gugure! Kokkuri-san,12.0,7.56,990,"['Comedy', 'Supernatural']",2014-10-06,293
957,original,Hello World,1.0,7.52,1197,"['Drama', 'Romance', 'Sci-Fi']",2019-09-20,97
958,4_koma_manga,Mikakunin de Shinkoukei,12.0,7.39,1156,"['Comedy', 'Romance']",2014-01-09,284
959,light_novel,Zero no Tsukaima: Princesses no Rondo,12.0,7.34,795,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",2008-07-07,288
960,light_novel,Baka to Test to Shoukanjuu: Matsuri,2.0,7.58,108,['Comedy'],2011-02-23,59
961,original,Wolf's Rain OVA,4.0,8.0,336,"['Adventure', 'Drama', 'Sci-Fi', 'Supernatural']",2004-01-23,92
962,manga,Junjou Romantica 3,12.0,7.65,487,"['Boys Love', 'Comedy', 'Drama', 'Romance']",2015-07-09,288
963,visual_novel,Utawarerumono,26.0,7.63,1138,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']",2006-04-04,606
964,manga,Aria the Natural,26.0,8.18,771,"['Fantasy', 'Sci-Fi', 'Slice of Life']",2006-04-03,624
965,manga,Taishou Otome Otogibanashi,12.0,7.78,908,"['Comedy', 'Romance', 'Slice of Life']",2021-10-09,287
966,light_novel,Kyoukai no Kanata: Shinonome,1.0,7.64,63,"['Fantasy', 'Slice of Life', 'Supernatural']",2014-07-02,23
967,original,Digimon Adventure Movie,1.0,7.58,340,"['Action', 'Fantasy', 'Sci-Fi']",1999-03-06,20
968,manga,Kemono Jihen,12.0,7.41,2071,"['Action', 'Mystery', 'Supernatural']",2021-01-10,286
969,original,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,1.0,7.55,184,"['Comedy', 'Sci-Fi']",2008-03-26,23
970,manga,Detective Conan Movie 08: Magician of the Silver Sky,1.0,8.07,34,"['Adventure', 'Comedy', 'Mystery']",2004-04-17,108
971,manga,Naruto: Shippuuden Movie 4 - The Lost Tower,1.0,7.42,192,"['Action', 'Adventure', 'Fantasy']",2010-07-31,85
972,original,Bounen no Xamdou,26.0,7.66,1052,"['Action', 'Adventure', 'Sci-Fi']",2008-07-15,637
973,,Tsubasa: Shunraiki,2.0,8.11,254,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",2009-03-17,58
974,manga,Tensei shitara Slime Datta Ken OVA,5.0,7.49,463,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2019-07-09,116
975,light_novel,Kara no Kyoukai Movie 6: Boukyaku Rokuon,1.0,7.47,176,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",2008-12-20,59
976,manga,InuYasha Movie 2: Kagami no Naka no Mugenjo,1.0,7.67,238,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",2002-12-21,99
977,manga,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",1.0,8.14,165,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",2016-12-20,12
978,light_novel,Kamisama no Memochou,12.0,7.5,770,['Mystery'],2011-07-02,312
979,original,Kanojo to Kanojo no Neko: Everything Flows,4.0,7.68,583,"['Romance', 'Slice of Life']",2016-03-04,31
980,original,Juubee Ninpuuchou,1.0,7.61,985,"['Adventure', 'Fantasy', 'Horror', 'Romance', 'Supernatural']",1993-06-05,91
981,light_novel,Bokutachi no Remake,12.0,7.43,2152,"['Drama', 'Romance', 'Slice of Life']",2021-07-03,311
982,original,Tamako Market,12.0,7.39,1461,['Slice of Life'],2013-01-10,284
983,manga,Hoozuki no Reitetsu,13.0,7.78,1164,"['Comedy', 'Fantasy', 'Supernatural']",2014-01-10,312
984,manga,Sekaiichi Hatsukoi OVA,2.0,7.89,124,"['Boys Love', 'Comedy', 'Drama', 'Romance']",2011-03-22,42
985,manga,Basilisk: Kouga Ninpou Chou,24.0,7.55,1331,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",2005-04-13,578
986,manga,Detective Conan Movie 02: The Fourteenth Target,1.0,7.88,59,"['Adventure', 'Comedy', 'Mystery']",1998-04-18,99
987,manga,Ueki no Housoku,51.0,7.73,837,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",2005-04-04,1173
988,manga,Saint☆Oniisan (Movie),1.0,7.81,422,"['Comedy', 'Slice of Life']",2013-05-10,89
989,original,Mahou Shoujo Lyrical Nanoha A's,13.0,7.97,964,"['Action', 'Comedy', 'Drama']",2005-10-02,333
990,visual_novel,Fate/stay night,24.0,7.29,6974,"['Action', 'Fantasy', 'Romance', 'Supernatural']",2006-01-07,588
991,original,BNA,12.0,7.37,2343,"['Action', 'Fantasy']",2020-04-09,274
992,manga,Sora no Otoshimono: Tokeijikake no Angeloid,1.0,7.57,262,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi', 'Supernatural']",2011-06-25,97
993,original,Macross,36.0,7.92,1612,"['Action', 'Romance', 'Sci-Fi']",1982-10-03,912
994,original,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,1.0,7.97,242,['Sports'],2017-05-26,2
995,manga,Genshiken 2,12.0,7.76,200,"['Comedy', 'Slice of Life']",2007-10-10,288
996,game,Persona 3 the Movie 4: Winter of Rebirth,1.0,8.02,592,"['Action', 'Fantasy', 'Supernatural']",2016-01-23,105
997,original,Charlotte: Tsuyoimono-tachi,1.0,7.48,252,['Drama'],2016-03-30,24
998,manga,Yuru Yuri Nachuyachumi!,1.0,7.86,142,"['Comedy', 'Girls Love']",2015-02-18,63
999,original,Tenshi no Tamago,1.0,7.7,2766,"['Avant Garde', 'Drama', 'Fantasy']",1985-12-22,71
1000,manga,Detective Conan Movie 10: Requiem of the Detectives,1.0,8.04,36,"['Adventure', 'Comedy', 'Mystery']",2006-04-15,111
1001,light_novel,Oda Nobuna no Yabou,12.0,7.4,1116,"['Comedy', 'Romance']",2012-07-09,288
1002,original,Nakitai Watashi wa Neko wo Kaburu,1.0,7.34,1548,"['Comedy', 'Drama', 'Romance', 'Supernatural']",2020-06-18,104
1003,web_manga,Kengan Ashura Part 2,12.0,7.68,293,['Action'],2019-10-31,296
1004,manga,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,1.0,8.08,66,"['Action', 'Comedy', 'Sci-Fi']",2005-09-24,32
1005,original,Kaleido Star,51.0,7.91,1199,"['Comedy', 'Drama', 'Fantasy']",2003-04-03,1216
1006,4_koma_manga,Machikado Mazoku,12.0,7.65,978,"['Comedy', 'Slice of Life']",2019-07-12,288
1007,manga,Hanma Baki: Son of Ogre,12.0,7.64,402,['Action'],2021-09-30,296
1008,manga,xxxHOLiC Movie: Manatsu no Yoru no Yume,1.0,7.94,112,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",2005-08-20,60
1009,light_novel,Boku wa Tomodachi ga Sukunai Next,12.0,7.31,1145,"['Comedy', 'Romance']",2013-01-11,288
1010,manga,"Haikyuu!! vs. ""Akaten""",1.0,7.77,70,['Sports'],2016-05-02,24
1011,4_koma_manga,Gochuumon wa Usagi Desu ka?,12.0,7.5,2102,['Comedy'],2014-04-10,276
1012,manga,Haikyuu!! Movie 1: Owari to Hajimari,1.0,7.97,102,['Sports'],2015-07-03,89
1013,original,Uchuu Patrol Luluco,13.0,7.55,1055,"['Action', 'Adventure', 'Comedy']",2016-04-01,101
1014,original,Afro Samurai,5.0,7.35,1698,"['Action', 'Adventure']",2007-05-03,137
1015,manga,Yume-iro Pâtissière,50.0,7.84,1009,['Gourmet'],2009-10-04,1200
1016,light_novel,Saiunkoku Monogatari,39.0,7.9,1085,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",2006-04-08,975
1017,4_koma_manga,Hitoribocchi no Marumaru Seikatsu,12.0,7.49,1170,"['Comedy', 'Slice of Life']",2019-04-06,287
1018,4_koma_manga,Blend S,12.0,7.3,2882,['Comedy'],2017-10-08,284
1019,manga,Hajime no Ippo: Boxer no Kobushi,1.0,8.09,65,['Sports'],2003-03-21,23
1020,manga,Cardcaptor Sakura Movie 1,1.0,7.63,177,"['Comedy', 'Drama', 'Fantasy']",1999-08-21,81
1021,manga,Rozen Maiden: Träumend,12.0,7.62,443,"['Action', 'Comedy', 'Drama']",2005-10-21,292
1022,light_novel,Ore wo Suki nano wa Omae dake ka yo,12.0,7.33,2047,"['Comedy', 'Romance']",2019-10-03,284
1023,manga,Haikyuu!! Movie 4: Concept no Tatakai,1.0,8.17,68,['Sports'],2017-09-29,88
1024,manga,Kakegurui,12.0,7.26,9792,"['Drama', 'Mystery']",2017-07-01,294
1025,original,Code Geass: Hangyaku no Lelouch III - Oudou,1.0,8.0,146,"['Action', 'Sci-Fi']",2018-05-26,140
1026,original,Code Geass: Hangyaku no Lelouch I - Koudou,1.0,7.89,169,"['Action', 'Sci-Fi']",2017-10-21,135
1028,manga,Haikyuu!! Movie 3: Sainou to Sense,1.0,8.11,88,['Sports'],2017-09-15,89
1029,manga,Fairy Tail OVA,5.0,7.47,434,"['Comedy', 'Ecchi', 'Fantasy']",2011-04-15,137
1030,manga,Dragon Ball Z Movie 14: Kami to Kami,1.0,7.39,224,"['Action', 'Adventure', 'Fantasy']",2013-03-30,85
1031,manga,Shingeki no Kyojin Movie 1: Guren no Yumiya,1.0,7.71,177,"['Action', 'Drama']",2014-11-22,118
1032,original,"Kumo no Mukou, Yakusoku no Basho",1.0,7.48,715,"['Drama', 'Romance', 'Sci-Fi']",2004-11-20,90
1033,visual_novel,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,1.0,7.45,895,"['Action', 'Horror', 'Mystery']",2016-09-29,24
1034,original,Wu Liuqi Zhi Xuanwu Guo Pian,10.0,8.45,593,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",2021-01-21,168
1035,manga,To LOVE-Ru Darkness OVA,6.0,7.55,203,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",2012-08-17,155
1036,original,Mobile Suit Zeta Gundam,50.0,7.89,1933,"['Drama', 'Romance', 'Sci-Fi']",1985-03-02,1217
1037,manga,Bishoujo Senshi Sailor Moon SuperS,39.0,7.61,479,"['Drama', 'Romance']",1995-03-04,936
1038,manga,Shokugeki no Souma: Gou no Sara,13.0,7.32,1212,"['Ecchi', 'Gourmet']",2020-04-11,307
1039,manga,Sankarea,12.0,7.3,2469,"['Comedy', 'Ecchi', 'Horror', 'Romance', 'Supernatural']",2012-04-06,288
1040,manga,Natsume Yuujinchou Movie: Utsusemi ni Musubu,1.0,8.42,177,"['Drama', 'Slice of Life', 'Supernatural']",2018-09-29,104
1041,manga,Aria the Animation,13.0,7.68,2001,"['Fantasy', 'Sci-Fi', 'Slice of Life']",2005-10-06,321
1042,manga,Haikyuu!! Movie 2: Shousha to Haisha,1.0,8.01,80,['Sports'],2015-09-18,88
1043,manga,Mirai Nikki: Redial,1.0,7.32,575,['Supernatural'],2013-06-19,29
1044,manga,Boku no Hero Academia the Movie 3: World Heroes' Mission,1.0,7.57,873,['Action'],2021-08-06,105
1045,manga,Break Blade Movie 4: Sanka no Chi,1.0,7.84,27,"['Action', 'Fantasy']",2010-10-30,49
1046,light_novel,Hige wo Soru. Soshite Joshikousei wo Hirou.,13.0,7.3,5673,"['Drama', 'Romance']",2021-04-05,307
1047,light_novel,Rokka no Yuusha,12.0,7.29,2487,"['Action', 'Adventure', 'Fantasy', 'Mystery']",2015-07-05,288
1048,music,Itsudatte Bokura no Koi wa 10 cm Datta.,6.0,7.48,690,"['Comedy', 'Drama', 'Romance']",2017-11-25,142
1049,manga,Cider no You ni Kotoba ga Wakiagaru,1.0,7.44,1336,"['Romance', 'Slice of Life']",2021-07-22,87
1050,original,Hanasaku Iroha Movie: Home Sweet Home,1.0,7.86,86,['Drama'],2013-03-09,66
1051,manga,Arslan Senki (TV): Fuujin Ranbu,8.0,7.51,190,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']",2016-07-03,196
1052,manga,Tsubasa Chronicle 2nd Season,26.0,7.58,404,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",2006-04-29,650
1053,light_novel,Shiki Specials,2.0,7.77,80,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",2011-05-25,46
1054,manga,Gakuen Alice,26.0,7.64,1347,['Comedy'],2004-10-30,650
1055,web_manga,Joshikousei no Mudazukai,12.0,7.71,612,['Comedy'],2019-07-05,293
1056,manga,Bokura no,24.0,7.63,1126,"['Drama', 'Sci-Fi']",2007-04-09,562
1057,manga,Araburu Kisetsu no Otome-domo yo.,12.0,7.37,1422,"['Comedy', 'Drama', 'Romance']",2019-07-06,288
1058,manga,Asagao to Kase-san.,1.0,7.73,981,"['Girls Love', 'Romance']",2018-06-09,58
1059,manga,Bokutachi wa Benkyou ga Dekinai!,13.0,7.35,676,"['Comedy', 'Romance']",2019-10-06,307
1060,light_novel,Toradora!: Bentou no Gokui,1.0,7.44,140,"['Comedy', 'Gourmet']",2011-12-21,27
1061,light_novel,Tsurune: Kazemai Koukou Kyuudoubu,13.0,7.63,869,['Sports'],2018-10-22,312
1062,original,Deca-Dence,12.0,7.39,799,"['Action', 'Adventure', 'Sci-Fi']",2020-07-08,286
1063,manga,Break Blade Movie 3: Kyoujin no Ato,1.0,7.79,28,"['Action', 'Fantasy']",2010-09-25,47
1064,manga,Hataraku Saibou Black (TV),13.0,7.53,419,"['Action', 'Drama']",2021-01-10,308
1065,game,Princess Connect! Re:Dive Season 2,12.0,7.87,737,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2022-01-11,276
1066,light_novel,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,1.0,7.58,285,"['Comedy', 'Romance']",2020-09-02,70
1067,game,The iDOLM@STER,25.0,7.61,1584,"['Comedy', 'Drama']",2011-07-08,604
1068,light_novel,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,1.0,7.44,421,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",2019-02-15,82
1069,original,Mobile Suit Gundam 0080: War in the Pocket,6.0,7.94,845,"['Drama', 'Sci-Fi']",1989-03-25,164
1070,light_novel,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,13.0,7.46,1222,"['Action', 'Fantasy', 'Romance']",2022-01-09,312
1071,web_manga,Sewayaki Kitsune no Senko-san,12.0,7.34,2031,"['Slice of Life', 'Supernatural']",2019-04-10,285
1072,manga,Shokugeki no Souma: Ni no Sara OVA,2.0,7.48,101,"['Ecchi', 'Gourmet']",2017-05-01,50
1073,light_novel,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,1.0,7.46,428,"['Action', 'Sci-Fi', 'Supernatural']",2017-06-17,90
1074,manga,Fushigi Yuugi,52.0,7.62,1953,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",1995-04-06,1222
1075,original,Darling in the FranXX,24.0,7.23,29274,"['Action', 'Drama', 'Romance', 'Sci-Fi']",2018-01-13,576
1076,original,Koutetsujou no Kabaneri,12.0,7.26,3232,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",2016-04-08,274
1077,manga,Blood Lad,10.0,7.27,1956,"['Action', 'Comedy', 'Supernatural']",2013-07-08,247
1078,manga,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1.0,7.55,118,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",1990-10-17,47
1079,manga,Kodomo no Omocha (TV),102.0,8.06,1205,"['Comedy', 'Drama', 'Romance']",1996-04-05,2244
1080,manga,Sousei no Onmyouji,50.0,7.31,2767,"['Action', 'Fantasy', 'Romance', 'Supernatural']",2016-04-06,1208
1081,manga,GetBackers,49.0,7.59,846,"['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural']",2002-10-05,1176
1082,manga,Given: Uragawa no Sonzai,1.0,8.15,665,"['Boys Love', 'Drama', 'Romance', 'Slice of Life']",2021-12-01,22
1083,novel,Uchouten Kazoku 2,12.0,8.11,269,"['Comedy', 'Drama', 'Fantasy', 'Slice of Life']",2017-04-09,284
1084,manga,Break Blade Movie 5: Shisen no Hate,1.0,7.82,27,"['Action', 'Fantasy']",2011-01-22,47
1086,original,Mobile Suit Gundam Wing: Endless Waltz Special,1.0,7.79,176,"['Action', 'Drama', 'Sci-Fi']",1998-08-01,94
1087,game,Senjou no Valkyria,26.0,7.58,601,"['Action', 'Romance']",2009-04-05,626
1088,light_novel,Denpa-teki na Kanojo,2.0,7.53,786,"['Mystery', 'Suspense']",2009-02-04,84
1089,original,Isekai Quartet 2,12.0,7.37,239,"['Comedy', 'Fantasy']",2020-01-15,142
1090,manga,Memories,3.0,7.72,555,"['Drama', 'Horror', 'Sci-Fi']",1995-12-23,113
1091,light_novel,Zero no Tsukaima,13.0,7.25,7623,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",2006-07-03,307
1092,manga,Yofukashi no Uta,13.0,8.04,1785,"['Romance', 'Supernatural']",2022-07-08,307
1093,manga,Hourou Musuko,11.0,7.71,1025,"['Drama', 'Romance', 'Slice of Life']",2011-01-14,253
1094,novel,Kemono no Souja Erin,50.0,8.33,1451,"['Drama', 'Fantasy', 'Slice of Life']",2009-01-10,1250
1095,web_manga,Rikei ga Koi ni Ochita no de Shoumei shitemita.,12.0,7.37,1052,"['Comedy', 'Romance']",2020-01-11,284
1096,light_novel,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,1.0,7.88,209,"['Boys Love', 'Comedy', 'Drama', 'Romance']",2014-03-15,50
1097,original,Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,1.0,7.63,57,"['Action', 'Comedy', 'Supernatural']",2019-09-25,24
1098,other,Aggressive Retsuko,100.0,7.63,561,"['Comedy', 'Slice of Life']",2016-04-02,100
1099,manga,Detective Conan Movie 15: Quarter of Silence,1.0,8.02,46,"['Adventure', 'Comedy', 'Mystery']",2011-04-16,109
1100,manga,Ashita no Joe,79.0,8.29,1689,"['Action', 'Drama', 'Slice of Life', 'Sports']",1970-04-01,1975
1101,manga,Bokutachi wa Benkyou ga Dekinai,13.0,7.3,1537,"['Comedy', 'Romance']",2019-04-07,307
1102,visual_novel,Higurashi no Naku Koro ni Rei,5.0,7.41,440,"['Mystery', 'Supernatural', 'Suspense']",2009-02-25,150
1103,light_novel,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,12.0,7.25,3588,"['Comedy', 'Ecchi']",2015-07-04,284
1104,4_koma_manga,Seitokai Yakuindomo* OVA,10.0,7.87,93,['Comedy'],2014-05-16,250
1105,original,Gundam Build Fighters,25.0,7.74,609,"['Action', 'Sci-Fi']",2013-10-07,625
1106,manga,Ao Ashi,24.0,8.06,1188,['Sports'],2022-04-09,588
1107,other,Love Live! Sunshine!! 2nd Season,13.0,7.57,1116,['Slice of Life'],2017-10-07,307
1108,manga,Handa-kun,12.0,7.37,785,['Comedy'],2016-07-08,289
1109,manga,Major: World Series,2.0,8.31,95,"['Comedy', 'Drama', 'Sports']",2011-12-16,56
1110,game,Persona 3 the Movie 1: Spring of Birth,1.0,7.55,491,"['Action', 'Fantasy', 'Supernatural']",2013-11-23,98
1111,visual_novel,Fate/stay night Movie: Unlimited Blade Works,1.0,7.38,831,"['Action', 'Fantasy', 'Supernatural']",2010-01-23,105
1112,manga,Kekkaishi (TV),52.0,7.6,565,"['Action', 'Adventure', 'Comedy', 'Supernatural']",2006-10-16,1274
1113,manga,Shugo Chara!,51.0,7.4,2788,['Comedy'],2007-10-06,1257
1114,manga,Break Blade Movie 2: Ketsubetsu no Michi,1.0,7.72,24,"['Action', 'Fantasy']",2010-06-26,51
1115,4_koma_manga,Danna ga Nani wo Itteiru ka Wakaranai Ken,13.0,7.31,780,"['Comedy', 'Romance']",2014-10-03,45
1116,light_novel,Tensai Ouji no Akaji Kokka Saisei Jutsu,12.0,7.42,1286,"['Comedy', 'Fantasy']",2022-01-11,290
1117,manga,Rozen Maiden,12.0,7.41,1865,"['Action', 'Comedy', 'Drama']",2004-10-08,288
1118,manga,Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,1.0,8.16,62,['Comedy'],2021-10-21,9
1119,manga,InuYasha Movie 1: Toki wo Koeru Omoi,1.0,7.56,155,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",2001-12-22,99
